mission_id,scenario,seed,spawn_index,target_speed_ms,duration_s,attack,attack_start_s,attack_channels,attack_mode,naive_bias_lat_m,naive_bias_lon_m,naive_noise_std_m,naive_bias_lat_start_m,naive_bias_lon_start_m,naive_bias_lat_step_m,naive_bias_lon_step_m,naive_bias_psi_start_deg,naive_bias_psi_step_deg,naive_bias_v_start_mps,naive_bias_v_step_mps,attack_acc_delay_s,attack_v_replay_lag_s,attack_gyro_dos,attack_v_dos
M0441,S2,20260870782871,143,9.19,182.2,enable,91.5,lat lon psi v,naive,0.0,0.0,0.0,5.35,5.35,0.092,0.099,4.82,0.113,0.0,0.0,0.0,0.0,disable,zero
M0442,S2,20260870782872,98,7.94,60.5,enable,32.7,lat lon psi v,naive,0.0,0.0,0.0,4.63,5.48,0.116,0.12,5.28,0.097,0.0,0.0,0.0,0.0,disable,zero
M0443,S2,20260870782873,72,9.52,93.2,enable,41.9,lat lon psi v,naive,0.0,0.0,0.0,4.25,4.02,0.08,0.096,4.91,0.083,0.0,0.0,0.0,0.0,disable,zero
M0444,S2,20260870782874,152,8.05,264.1,enable,151.6,lat lon psi v,naive,0.0,0.0,0.0,4.24,4.67,0.083,0.119,5.66,0.09,0.0,0.0,0.0,0.0,disable,zero
M0445,S2,20260870782875,137,6.65,200.7,enable,128.3,lat lon psi v,naive,0.0,0.0,0.0,5.5,5.11,0.112,0.111,4.7,0.115,0.0,0.0,0.0,0.0,disable,zero
M0446,S2,20260870782876,88,6.57,166.0,enable,104.9,lat lon psi v,naive,0.0,0.0,0.0,4.67,4.2,0.099,0.108,5.68,0.118,0.0,0.0,0.0,0.0,disable,zero
M0447,S2,20260870782877,125,9.71,113.6,enable,52.5,lat lon psi v,naive,0.0,0.0,0.0,5.11,5.87,0.107,0.085,4.4,0.112,0.0,0.0,0.0,0.0,disable,zero
M0448,S2,20260870782878,84,8.13,101.9,enable,51.3,lat lon psi v,naive,0.0,0.0,0.0,4.6,4.61,0.102,0.094,4.94,0.105,0.0,0.0,0.0,0.0,disable,zero
M0449,S2,20260870782879,77,6.63,200.7,enable,80.6,lat lon psi v,naive,0.0,0.0,0.0,5.32,4.8,0.094,0.083,4.05,0.091,0.0,0.0,0.0,0.0,disable,zero
M0450,S2,20260870782880,15,6.37,109.9,enable,44.3,lat lon psi v,naive,0.0,0.0,0.0,4.71,4.1,0.101,0.095,5.7,0.117,0.0,0.0,0.0,0.0,disable,zero
M0451,S2,20260870782881,124,9.36,102.7,enable,62.2,lat lon psi v,naive,0.0,0.0,0.0,5.57,4.38,0.099,0.085,5.07,0.105,0.0,0.0,0.0,0.0,disable,zero
M0452,S2,20260870782882,28,9.46,147.5,enable,76.5,lat lon psi v,naive,0.0,0.0,0.0,4.69,5.1,0.093,0.106,4.66,0.096,0.0,0.0,0.0,0.0,disable,zero
M0453,S2,20260870782883,84,9.55,262.4,enable,153.8,lat lon psi v,naive,0.0,0.0,0.0,5.32,5.61,0.083,0.091,5.65,0.084,0.0,0.0,0.0,0.0,disable,zero
M0454,S2,20260870782884,33,6.25,156.5,enable,86.2,lat lon psi v,naive,0.0,0.0,0.0,5.59,4.16,0.082,0.117,5.14,0.087,0.0,0.0,0.0,0.0,disable,zero
M0455,S2,20260870782885,66,7.24,223.4,enable,98.4,lat lon psi v,naive,0.0,0.0,0.0,4.42,5.21,0.093,0.109,4.88,0.101,0.0,0.0,0.0,0.0,disable,zero
M0456,S2,20260870782886,94,8.14,171.7,enable,63.7,lat lon psi v,naive,0.0,0.0,0.0,4.23,5.48,0.09,0.088,4.67,0.099,0.0,0.0,0.0,0.0,disable,zero
M0457,S2,20260870782887,141,7.85,97.9,enable,53.3,lat lon psi v,naive,0.0,0.0,0.0,4.5,5.3,0.112,0.117,4.32,0.097,0.0,0.0,0.0,0.0,disable,zero
M0458,S2,20260870782888,81,7.55,105.5,enable,49.5,lat lon psi v,naive,0.0,0.0,0.0,4.41,5.53,0.089,0.109,5.77,0.106,0.0,0.0,0.0,0.0,disable,zero
M0459,S2,20260870782889,154,8.26,145.9,enable,51.2,lat lon psi v,naive,0.0,0.0,0.0,5.38,5.2,0.118,0.082,4.86,0.094,0.0,0.0,0.0,0.0,disable,zero
M0460,S2,20260870782890,139,9.07,126.8,enable,73.1,lat lon psi v,naive,0.0,0.0,0.0,5.17,5.79,0.118,0.088,5.09,0.119,0.0,0.0,0.0,0.0,disable,zero
M0461,S2,20260870782891,112,8.12,259.3,enable,126.9,lat lon psi v,naive,0.0,0.0,0.0,4.58,5.38,0.104,0.089,4.85,0.081,0.0,0.0,0.0,0.0,disable,zero
M0462,S2,20260870782892,154,7.74,118.8,enable,73.0,lat lon psi v,naive,0.0,0.0,0.0,4.48,5.76,0.087,0.117,5.53,0.119,0.0,0.0,0.0,0.0,disable,zero
M0463,S2,20260870782893,110,8.11,259.7,enable,115.1,lat lon psi v,naive,0.0,0.0,0.0,4.1,4.79,0.106,0.082,5.14,0.111,0.0,0.0,0.0,0.0,disable,zero
M0464,S2,20260870782894,84,9.78,124.8,enable,48.9,lat lon psi v,naive,0.0,0.0,0.0,5.75,5.48,0.086,0.094,5.65,0.111,0.0,0.0,0.0,0.0,disable,zero
M0465,S2,20260870782895,113,6.99,169.6,enable,98.3,lat lon psi v,naive,0.0,0.0,0.0,4.35,5.11,0.109,0.098,4.43,0.086,0.0,0.0,0.0,0.0,disable,zero
M0466,S2,20260870782896,67,6.72,267.0,enable,163.9,lat lon psi v,naive,0.0,0.0,0.0,4.95,5.59,0.093,0.115,4.1,0.118,0.0,0.0,0.0,0.0,disable,zero
M0467,S2,20260870782897,30,8.64,130.1,enable,70.7,lat lon psi v,naive,0.0,0.0,0.0,5.6,4.33,0.085,0.081,4.62,0.087,0.0,0.0,0.0,0.0,disable,zero
M0468,S2,20260870782898,129,8.68,72.4,enable,33.9,lat lon psi v,naive,0.0,0.0,0.0,5.35,4.58,0.117,0.117,4.51,0.082,0.0,0.0,0.0,0.0,disable,zero
M0469,S2,20260870782899,123,6.15,176.9,enable,100.5,lat lon psi v,naive,0.0,0.0,0.0,5.67,4.46,0.109,0.092,5.89,0.103,0.0,0.0,0.0,0.0,disable,zero
M0470,S2,20260870782900,31,6.52,295.8,enable,176.5,lat lon psi v,naive,0.0,0.0,0.0,4.22,4.65,0.105,0.1,4.62,0.087,0.0,0.0,0.0,0.0,disable,zero
M0471,S2,20260870782901,94,6.21,296.3,enable,152.0,lat lon psi v,naive,0.0,0.0,0.0,4.76,4.45,0.089,0.096,5.74,0.094,0.0,0.0,0.0,0.0,disable,zero
M0472,S2,20260870782902,29,9.95,178.5,enable,115.5,lat lon psi v,naive,0.0,0.0,0.0,5.55,4.58,0.097,0.086,5.83,0.099,0.0,0.0,0.0,0.0,disable,zero
M0473,S2,20260870782903,47,9.24,110.2,enable,52.4,lat lon psi v,naive,0.0,0.0,0.0,5.28,5.51,0.114,0.087,5.35,0.112,0.0,0.0,0.0,0.0,disable,zero
M0474,S2,20260870782904,48,8.73,280.1,enable,139.7,lat lon psi v,naive,0.0,0.0,0.0,4.08,5.41,0.119,0.088,4.13,0.099,0.0,0.0,0.0,0.0,disable,zero
M0475,S2,20260870782905,135,9.17,165.2,enable,95.9,lat lon psi v,naive,0.0,0.0,0.0,5.77,5.51,0.112,0.117,4.19,0.118,0.0,0.0,0.0,0.0,disable,zero
M0476,S2,20260870782906,23,8.47,257.9,enable,101.5,lat lon psi v,naive,0.0,0.0,0.0,5.65,4.18,0.089,0.105,5.43,0.116,0.0,0.0,0.0,0.0,disable,zero
M0477,S2,20260870782907,102,9.01,185.5,enable,65.6,lat lon psi v,naive,0.0,0.0,0.0,4.29,5.77,0.105,0.102,5.63,0.097,0.0,0.0,0.0,0.0,disable,zero
M0478,S2,20260870782908,72,8.92,82.8,enable,47.2,lat lon psi v,naive,0.0,0.0,0.0,5.51,5.89,0.094,0.108,4.9,0.109,0.0,0.0,0.0,0.0,disable,zero
M0479,S2,20260870782909,55,7.73,98.5,enable,58.2,lat lon psi v,naive,0.0,0.0,0.0,5.47,4.53,0.091,0.09,5.11,0.083,0.0,0.0,0.0,0.0,disable,zero
M0480,S2,20260870782910,28,6.05,204.3,enable,100.7,lat lon psi v,naive,0.0,0.0,0.0,4.39,4.3,0.113,0.103,5.36,0.094,0.0,0.0,0.0,0.0,disable,zero
M0481,S2,20260870782911,38,8.53,62.9,enable,26.4,lat lon psi v,naive,0.0,0.0,0.0,4.92,5.38,0.084,0.084,5.88,0.093,0.0,0.0,0.0,0.0,disable,zero
M0482,S2,20260870782912,65,9.09,232.6,enable,96.5,lat lon psi v,naive,0.0,0.0,0.0,4.09,5.58,0.1,0.115,5.25,0.116,0.0,0.0,0.0,0.0,disable,zero
M0483,S2,20260870782913,52,7.27,246.4,enable,102.5,lat lon psi v,naive,0.0,0.0,0.0,5.62,5.81,0.097,0.115,4.14,0.08,0.0,0.0,0.0,0.0,disable,zero
M0484,S2,20260870782914,19,8.13,197.2,enable,89.6,lat lon psi v,naive,0.0,0.0,0.0,4.51,5.86,0.11,0.088,4.11,0.107,0.0,0.0,0.0,0.0,disable,zero
M0485,S2,20260870782915,97,9.95,235.6,enable,91.2,lat lon psi v,naive,0.0,0.0,0.0,5.56,4.03,0.107,0.098,5.93,0.087,0.0,0.0,0.0,0.0,disable,zero
M0486,S2,20260870782916,142,8.89,147.8,enable,67.2,lat lon psi v,naive,0.0,0.0,0.0,4.05,5.26,0.081,0.083,5.21,0.098,0.0,0.0,0.0,0.0,disable,zero
M0487,S2,20260870782917,98,9.52,230.2,enable,130.8,lat lon psi v,naive,0.0,0.0,0.0,5.58,5.35,0.098,0.117,4.51,0.113,0.0,0.0,0.0,0.0,disable,zero
M0488,S2,20260870782918,82,8.39,122.6,enable,75.1,lat lon psi v,naive,0.0,0.0,0.0,4.57,5.92,0.085,0.1,5.36,0.097,0.0,0.0,0.0,0.0,disable,zero
M0489,S2,20260870782919,146,6.35,221.2,enable,139.6,lat lon psi v,naive,0.0,0.0,0.0,5.39,4.94,0.119,0.098,4.68,0.088,0.0,0.0,0.0,0.0,disable,zero
M0490,S2,20260870782920,29,9.96,274.8,enable,103.3,lat lon psi v,naive,0.0,0.0,0.0,5.04,4.53,0.087,0.114,5.72,0.104,0.0,0.0,0.0,0.0,disable,zero
M0491,S2,20260870782921,53,8.91,167.7,enable,70.9,lat lon psi v,naive,0.0,0.0,0.0,5.41,4.23,0.094,0.118,5.5,0.116,0.0,0.0,0.0,0.0,disable,zero
M0492,S2,20260870782922,80,6.42,157.9,enable,60.5,lat lon psi v,naive,0.0,0.0,0.0,5.42,5.31,0.085,0.113,4.46,0.117,0.0,0.0,0.0,0.0,disable,zero
M0493,S2,20260870782923,125,6.3,248.6,enable,128.9,lat lon psi v,naive,0.0,0.0,0.0,4.78,4.79,0.091,0.101,5.25,0.101,0.0,0.0,0.0,0.0,disable,zero
M0494,S2,20260870782924,87,6.99,143.7,enable,54.7,lat lon psi v,naive,0.0,0.0,0.0,5.96,4.2,0.107,0.113,5.8,0.092,0.0,0.0,0.0,0.0,disable,zero
M0495,S2,20260870782925,146,8.96,82.7,enable,39.6,lat lon psi v,naive,0.0,0.0,0.0,4.08,4.64,0.112,0.118,5.7,0.086,0.0,0.0,0.0,0.0,disable,zero
M0496,S2,20260870782926,131,9.05,240.5,enable,100.1,lat lon psi v,naive,0.0,0.0,0.0,4.43,4.53,0.088,0.113,4.75,0.113,0.0,0.0,0.0,0.0,disable,zero
M0497,S2,20260870782927,102,8.62,138.7,enable,82.2,lat lon psi v,naive,0.0,0.0,0.0,4.55,4.86,0.091,0.099,4.64,0.118,0.0,0.0,0.0,0.0,disable,zero
M0498,S2,20260870782928,71,8.57,290.9,enable,147.3,lat lon psi v,naive,0.0,0.0,0.0,5.23,4.36,0.103,0.097,4.41,0.114,0.0,0.0,0.0,0.0,disable,zero
M0499,S2,20260870782929,120,8.46,130.0,enable,51.4,lat lon psi v,naive,0.0,0.0,0.0,5.82,5.89,0.11,0.098,4.41,0.107,0.0,0.0,0.0,0.0,disable,zero
M0500,S2,20260870782930,126,8.83,161.3,enable,101.8,lat lon psi v,naive,0.0,0.0,0.0,5.39,5.76,0.118,0.104,4.84,0.11,0.0,0.0,0.0,0.0,disable,zero
M0501,S2,20260870782931,86,6.83,99.1,enable,51.5,lat lon psi v,naive,0.0,0.0,0.0,5.71,5.37,0.084,0.108,5.4,0.113,0.0,0.0,0.0,0.0,disable,zero
M0502,S2,20260870782932,104,6.01,280.8,enable,147.3,lat lon psi v,naive,0.0,0.0,0.0,4.37,5.13,0.096,0.087,5.41,0.102,0.0,0.0,0.0,0.0,disable,zero
M0503,S2,20260870782933,40,8.01,255.4,enable,94.1,lat lon psi v,naive,0.0,0.0,0.0,5.69,5.11,0.082,0.085,4.51,0.095,0.0,0.0,0.0,0.0,disable,zero
M0504,S2,20260870782934,97,7.97,259.3,enable,99.9,lat lon psi v,naive,0.0,0.0,0.0,4.58,4.2,0.093,0.083,4.34,0.106,0.0,0.0,0.0,0.0,disable,zero
M0505,S2,20260870782935,6,9.66,134.4,enable,57.4,lat lon psi v,naive,0.0,0.0,0.0,5.19,4.36,0.1,0.1,4.11,0.104,0.0,0.0,0.0,0.0,disable,zero
M0506,S2,20260870782936,76,6.74,224.9,enable,121.5,lat lon psi v,naive,0.0,0.0,0.0,4.11,4.11,0.106,0.108,4.23,0.117,0.0,0.0,0.0,0.0,disable,zero
M0507,S2,20260870782937,131,6.15,169.5,enable,80.2,lat lon psi v,naive,0.0,0.0,0.0,5.55,4.61,0.114,0.087,4.11,0.104,0.0,0.0,0.0,0.0,disable,zero
M0508,S2,20260870782938,79,8.73,84.5,enable,52.5,lat lon psi v,naive,0.0,0.0,0.0,5.88,5.66,0.11,0.117,4.93,0.08,0.0,0.0,0.0,0.0,disable,zero
M0509,S2,20260870782939,48,6.84,245.5,enable,132.5,lat lon psi v,naive,0.0,0.0,0.0,4.51,5.16,0.1,0.103,4.71,0.096,0.0,0.0,0.0,0.0,disable,zero
M0510,S2,20260870782940,23,8.09,275.3,enable,110.4,lat lon psi v,naive,0.0,0.0,0.0,5.92,4.87,0.106,0.113,5.43,0.112,0.0,0.0,0.0,0.0,disable,zero
M0511,S2,20260870782941,75,6.73,111.0,enable,51.6,lat lon psi v,naive,0.0,0.0,0.0,4.94,4.53,0.08,0.111,4.59,0.099,0.0,0.0,0.0,0.0,disable,zero
M0512,S2,20260870782942,135,7.34,131.9,enable,50.2,lat lon psi v,naive,0.0,0.0,0.0,5.0,5.69,0.081,0.085,4.82,0.091,0.0,0.0,0.0,0.0,disable,zero
M0513,S2,20260870782943,30,6.52,190.2,enable,114.9,lat lon psi v,naive,0.0,0.0,0.0,5.37,4.15,0.103,0.082,5.5,0.107,0.0,0.0,0.0,0.0,disable,zero
M0514,S2,20260870782944,42,9.27,84.0,enable,37.3,lat lon psi v,naive,0.0,0.0,0.0,4.95,4.19,0.113,0.106,5.42,0.107,0.0,0.0,0.0,0.0,disable,zero
M0515,S2,20260870782945,119,7.41,211.6,enable,122.3,lat lon psi v,naive,0.0,0.0,0.0,4.61,5.32,0.087,0.112,5.17,0.116,0.0,0.0,0.0,0.0,disable,zero
M0516,S2,20260870782946,57,8.45,177.0,enable,71.9,lat lon psi v,naive,0.0,0.0,0.0,5.42,4.27,0.11,0.082,5.52,0.117,0.0,0.0,0.0,0.0,disable,zero
M0517,S2,20260870782947,7,8.04,89.7,enable,43.5,lat lon psi v,naive,0.0,0.0,0.0,5.8,4.28,0.114,0.103,5.02,0.11,0.0,0.0,0.0,0.0,disable,zero
M0518,S2,20260870782948,94,9.83,114.5,enable,57.1,lat lon psi v,naive,0.0,0.0,0.0,4.4,4.62,0.087,0.103,5.65,0.116,0.0,0.0,0.0,0.0,disable,zero
M0519,S2,20260870782949,58,8.82,84.0,enable,50.5,lat lon psi v,naive,0.0,0.0,0.0,4.97,5.38,0.103,0.083,4.13,0.097,0.0,0.0,0.0,0.0,disable,zero
M0520,S2,20260870782950,129,6.37,70.3,enable,28.2,lat lon psi v,naive,0.0,0.0,0.0,4.97,4.05,0.085,0.092,5.71,0.099,0.0,0.0,0.0,0.0,disable,zero
M0521,S2,20260870782951,132,7.99,186.2,enable,107.9,lat lon psi v,naive,0.0,0.0,0.0,5.94,4.9,0.118,0.108,4.8,0.116,0.0,0.0,0.0,0.0,disable,zero
M0522,S2,20260870782952,127,7.83,124.1,enable,79.0,lat lon psi v,naive,0.0,0.0,0.0,4.27,4.61,0.118,0.11,4.23,0.088,0.0,0.0,0.0,0.0,disable,zero
M0523,S2,20260870782953,138,7.63,161.7,enable,62.0,lat lon psi v,naive,0.0,0.0,0.0,5.15,4.53,0.114,0.117,5.05,0.08,0.0,0.0,0.0,0.0,disable,zero
M0524,S2,20260870782954,82,6.23,112.5,enable,41.2,lat lon psi v,naive,0.0,0.0,0.0,4.94,5.17,0.082,0.088,4.61,0.11,0.0,0.0,0.0,0.0,disable,zero
M0525,S2,20260870782955,81,8.33,253.3,enable,117.0,lat lon psi v,naive,0.0,0.0,0.0,4.12,5.84,0.089,0.086,5.33,0.092,0.0,0.0,0.0,0.0,disable,zero
M0526,S2,20260870782956,3,8.03,164.6,enable,95.1,lat lon psi v,naive,0.0,0.0,0.0,4.25,5.82,0.116,0.105,5.82,0.109,0.0,0.0,0.0,0.0,disable,zero
M0527,S2,20260870782957,91,8.06,99.9,enable,41.9,lat lon psi v,naive,0.0,0.0,0.0,4.19,5.2,0.111,0.094,5.34,0.094,0.0,0.0,0.0,0.0,disable,zero
M0528,S2,20260870782958,108,6.53,181.5,enable,87.7,lat lon psi v,naive,0.0,0.0,0.0,5.22,5.14,0.103,0.115,5.02,0.107,0.0,0.0,0.0,0.0,disable,zero
M0529,S2,20260870782959,1,7.73,213.2,enable,109.1,lat lon psi v,naive,0.0,0.0,0.0,4.02,5.14,0.096,0.112,4.42,0.098,0.0,0.0,0.0,0.0,disable,zero
M0530,S2,20260870782960,27,6.81,210.1,enable,126.0,lat lon psi v,naive,0.0,0.0,0.0,5.03,5.14,0.103,0.105,4.16,0.103,0.0,0.0,0.0,0.0,disable,zero
M0531,S2,20260870782961,39,9.95,201.0,enable,122.6,lat lon psi v,naive,0.0,0.0,0.0,4.44,4.19,0.112,0.119,5.78,0.108,0.0,0.0,0.0,0.0,disable,zero
M0532,S2,20260870782962,56,8.77,71.1,enable,28.6,lat lon psi v,naive,0.0,0.0,0.0,5.87,4.79,0.09,0.113,4.95,0.1,0.0,0.0,0.0,0.0,disable,zero
M0533,S2,20260870782963,105,7.88,73.8,enable,47.5,lat lon psi v,naive,0.0,0.0,0.0,4.08,4.94,0.102,0.095,4.41,0.104,0.0,0.0,0.0,0.0,disable,zero
M0534,S2,20260870782964,132,9.04,149.6,enable,76.6,lat lon psi v,naive,0.0,0.0,0.0,5.19,4.58,0.099,0.108,5.52,0.112,0.0,0.0,0.0,0.0,disable,zero
M0535,S2,20260870782965,58,8.5,203.9,enable,106.0,lat lon psi v,naive,0.0,0.0,0.0,4.05,4.86,0.101,0.119,4.43,0.095,0.0,0.0,0.0,0.0,disable,zero
M0536,S2,20260870782966,96,7.1,263.5,enable,95.8,lat lon psi v,naive,0.0,0.0,0.0,5.73,5.38,0.098,0.112,4.45,0.084,0.0,0.0,0.0,0.0,disable,zero
M0537,S2,20260870782967,136,8.81,234.8,enable,113.5,lat lon psi v,naive,0.0,0.0,0.0,4.5,5.89,0.092,0.084,5.52,0.087,0.0,0.0,0.0,0.0,disable,zero
M0538,S2,20260870782968,91,9.24,61.7,enable,28.6,lat lon psi v,naive,0.0,0.0,0.0,5.44,4.62,0.087,0.091,4.31,0.092,0.0,0.0,0.0,0.0,disable,zero
M0539,S2,20260870782969,117,6.01,145.9,enable,52.8,lat lon psi v,naive,0.0,0.0,0.0,4.5,5.96,0.083,0.117,4.96,0.112,0.0,0.0,0.0,0.0,disable,zero
M0540,S2,20260870782970,119,7.81,92.5,enable,56.5,lat lon psi v,naive,0.0,0.0,0.0,4.85,5.88,0.112,0.085,5.97,0.08,0.0,0.0,0.0,0.0,disable,zero
M0541,S2,20260870782971,97,9.03,217.4,enable,139.5,lat lon psi v,naive,0.0,0.0,0.0,4.03,5.3,0.088,0.081,4.48,0.097,0.0,0.0,0.0,0.0,disable,zero
M0542,S2,20260870782972,87,8.25,178.0,enable,73.4,lat lon psi v,naive,0.0,0.0,0.0,5.87,5.63,0.117,0.089,5.59,0.102,0.0,0.0,0.0,0.0,disable,zero
M0543,S2,20260870782973,60,9.72,186.2,enable,106.0,lat lon psi v,naive,0.0,0.0,0.0,4.67,5.25,0.113,0.105,4.45,0.096,0.0,0.0,0.0,0.0,disable,zero
M0544,S2,20260870782974,95,7.68,214.3,enable,139.0,lat lon psi v,naive,0.0,0.0,0.0,5.55,4.3,0.115,0.097,4.2,0.095,0.0,0.0,0.0,0.0,disable,zero
M0545,S2,20260870782975,45,9.63,297.1,enable,164.6,lat lon psi v,naive,0.0,0.0,0.0,5.22,5.43,0.084,0.097,5.82,0.091,0.0,0.0,0.0,0.0,disable,zero
M0546,S2,20260870782976,81,9.87,193.6,enable,110.5,lat lon psi v,naive,0.0,0.0,0.0,4.23,5.35,0.093,0.088,4.71,0.101,0.0,0.0,0.0,0.0,disable,zero
M0547,S2,20260870782977,2,9.71,270.4,enable,116.4,lat lon psi v,naive,0.0,0.0,0.0,5.83,5.75,0.099,0.091,4.86,0.118,0.0,0.0,0.0,0.0,disable,zero
M0548,S2,20260870782978,63,6.53,262.5,enable,124.7,lat lon psi v,naive,0.0,0.0,0.0,5.53,4.55,0.104,0.113,4.48,0.088,0.0,0.0,0.0,0.0,disable,zero
M0549,S2,20260870782979,44,8.23,118.0,enable,75.4,lat lon psi v,naive,0.0,0.0,0.0,5.27,5.6,0.092,0.099,4.41,0.12,0.0,0.0,0.0,0.0,disable,zero
M0550,S2,20260870782980,129,7.51,281.3,enable,102.0,lat lon psi v,naive,0.0,0.0,0.0,4.16,4.02,0.112,0.107,4.46,0.108,0.0,0.0,0.0,0.0,disable,zero
M0551,S2,20260870782981,133,7.11,151.3,enable,53.2,lat lon psi v,naive,0.0,0.0,0.0,4.46,5.51,0.089,0.119,5.38,0.112,0.0,0.0,0.0,0.0,disable,zero
M0552,S2,20260870782982,33,6.05,183.5,enable,83.4,lat lon psi v,naive,0.0,0.0,0.0,4.86,5.19,0.098,0.092,5.35,0.084,0.0,0.0,0.0,0.0,disable,zero
M0553,S2,20260870782983,11,9.49,107.7,enable,38.3,lat lon psi v,naive,0.0,0.0,0.0,5.86,4.08,0.097,0.113,5.47,0.082,0.0,0.0,0.0,0.0,disable,zero
M0554,S2,20260870782984,14,7.8,248.5,enable,91.2,lat lon psi v,naive,0.0,0.0,0.0,5.72,4.17,0.092,0.085,5.1,0.102,0.0,0.0,0.0,0.0,disable,zero
M0555,S2,20260870782985,9,9.54,297.4,enable,140.4,lat lon psi v,naive,0.0,0.0,0.0,4.8,5.52,0.094,0.111,4.64,0.107,0.0,0.0,0.0,0.0,disable,zero
M0556,S2,20260870782986,150,8.79,105.2,enable,55.4,lat lon psi v,naive,0.0,0.0,0.0,4.96,5.33,0.102,0.09,5.95,0.086,0.0,0.0,0.0,0.0,disable,zero
M0557,S2,20260870782987,28,8.58,227.8,enable,138.2,lat lon psi v,naive,0.0,0.0,0.0,5.44,5.77,0.107,0.083,5.77,0.104,0.0,0.0,0.0,0.0,disable,zero
M0558,S2,20260870782988,45,9.52,246.1,enable,103.6,lat lon psi v,naive,0.0,0.0,0.0,5.02,5.4,0.081,0.085,4.14,0.101,0.0,0.0,0.0,0.0,disable,zero
M0559,S2,20260870782989,140,6.45,147.1,enable,80.3,lat lon psi v,naive,0.0,0.0,0.0,4.45,4.2,0.12,0.097,4.36,0.091,0.0,0.0,0.0,0.0,disable,zero
M0560,S2,20260870782990,110,7.97,188.4,enable,81.1,lat lon psi v,naive,0.0,0.0,0.0,4.5,5.98,0.087,0.082,4.04,0.095,0.0,0.0,0.0,0.0,disable,zero
M0561,S2,20260870782991,142,8.49,246.0,enable,117.8,lat lon psi v,naive,0.0,0.0,0.0,4.35,4.14,0.111,0.091,5.89,0.101,0.0,0.0,0.0,0.0,disable,zero
M0562,S2,20260870782992,103,7.51,167.2,enable,71.0,lat lon psi v,naive,0.0,0.0,0.0,4.36,4.39,0.087,0.081,4.68,0.099,0.0,0.0,0.0,0.0,disable,zero
M0563,S2,20260870782993,154,8.05,148.6,enable,62.1,lat lon psi v,naive,0.0,0.0,0.0,5.04,5.53,0.113,0.104,5.54,0.095,0.0,0.0,0.0,0.0,disable,zero
M0564,S2,20260870782994,35,9.99,244.9,enable,126.9,lat lon psi v,naive,0.0,0.0,0.0,4.74,4.88,0.115,0.086,5.14,0.112,0.0,0.0,0.0,0.0,disable,zero
M0565,S2,20260870782995,38,9.71,177.6,enable,73.2,lat lon psi v,naive,0.0,0.0,0.0,4.72,5.55,0.113,0.099,5.54,0.119,0.0,0.0,0.0,0.0,disable,zero
M0566,S2,20260870782996,131,9.63,223.6,enable,120.6,lat lon psi v,naive,0.0,0.0,0.0,5.72,4.62,0.081,0.098,4.78,0.084,0.0,0.0,0.0,0.0,disable,zero
M0567,S2,20260870782997,62,7.3,285.4,enable,177.1,lat lon psi v,naive,0.0,0.0,0.0,4.07,4.65,0.083,0.085,5.18,0.118,0.0,0.0,0.0,0.0,disable,zero
M0568,S2,20260870782998,40,8.31,238.1,enable,98.0,lat lon psi v,naive,0.0,0.0,0.0,5.09,5.05,0.101,0.102,5.27,0.085,0.0,0.0,0.0,0.0,disable,zero
M0569,S2,20260870782999,129,6.53,141.4,enable,77.0,lat lon psi v,naive,0.0,0.0,0.0,5.97,4.44,0.11,0.11,4.57,0.1,0.0,0.0,0.0,0.0,disable,zero
M0570,S2,20260870783000,1,9.87,68.1,enable,34.5,lat lon psi v,naive,0.0,0.0,0.0,4.75,5.82,0.101,0.095,5.11,0.083,0.0,0.0,0.0,0.0,disable,zero
M0571,S2,20260870783001,133,9.16,203.1,enable,127.3,lat lon psi v,naive,0.0,0.0,0.0,4.15,4.49,0.092,0.081,4.83,0.108,0.0,0.0,0.0,0.0,disable,zero
M0572,S2,20260870783002,86,9.22,104.6,enable,66.1,lat lon psi v,naive,0.0,0.0,0.0,6.0,5.14,0.099,0.086,4.75,0.11,0.0,0.0,0.0,0.0,disable,zero
M0573,S2,20260870783003,66,7.46,74.8,enable,26.9,lat lon psi v,naive,0.0,0.0,0.0,5.14,5.34,0.085,0.118,5.54,0.088,0.0,0.0,0.0,0.0,disable,zero
M0574,S2,20260870783004,125,8.31,222.0,enable,126.1,lat lon psi v,naive,0.0,0.0,0.0,4.76,5.44,0.089,0.087,5.6,0.086,0.0,0.0,0.0,0.0,disable,zero
M0575,S2,20260870783005,12,6.73,77.2,enable,31.8,lat lon psi v,naive,0.0,0.0,0.0,5.77,4.7,0.093,0.08,5.96,0.108,0.0,0.0,0.0,0.0,disable,zero
M0576,S2,20260870783006,57,9.23,298.9,enable,172.0,lat lon psi v,naive,0.0,0.0,0.0,5.98,5.95,0.081,0.101,5.63,0.119,0.0,0.0,0.0,0.0,disable,zero
M0577,S2,20260870783007,91,7.43,188.7,enable,86.6,lat lon psi v,naive,0.0,0.0,0.0,5.81,5.06,0.099,0.103,5.48,0.108,0.0,0.0,0.0,0.0,disable,zero
M0578,S2,20260870783008,16,7.46,190.6,enable,108.0,lat lon psi v,naive,0.0,0.0,0.0,4.11,4.25,0.114,0.096,4.87,0.108,0.0,0.0,0.0,0.0,disable,zero
M0579,S2,20260870783009,5,6.92,131.7,enable,50.2,lat lon psi v,naive,0.0,0.0,0.0,5.29,5.44,0.094,0.119,4.42,0.106,0.0,0.0,0.0,0.0,disable,zero
